session_id,timestamp,user_input,emotions,distress,empathetic_reply,session_start,session_end,session_duration
84dc732a-bc49-46fd-885d-3100031015ae,2025-09-17T16:15:50.626582,i am very nervous about tomorrows exam,"[[""fear"", 0.9767022132873535]]","[[""Anxiety"", 0.8285872936248779]]","I totally get it - it's normal to feel nervous before a big exam. You're doing your best, and that's something to be proud of. Take some deep breaths, and focus on what you've prepared for – you've got this!",,,
84dc732a-bc49-46fd-885d-3100031015ae,,,,,,2025-09-17T16:14:45.445650,2025-09-17T16:31:42.013314,0:16:56.567664
edea8e2a-b742-4bc9-ba4f-7b720c02e4e9,2025-09-17T16:32:33.342815,hello,"[[""neutral"", 0.9615991115570068]]","[[""Normal"", 0.8664751052856445]]",Welcome to our chat! It's great to connect with you today. How's your day going so far?,,,
edea8e2a-b742-4bc9-ba4f-7b720c02e4e9,2025-09-17T16:32:45.838520,how are you?,"[[""curiosity"", 0.8954654932022095], [""neutral"", 0.6731707453727722]]","[[""Normal"", 0.9284160733222961]]","I'm doing well, thanks for asking! I'm here to listen and help if you need it, but I'm also curious - what's on your mind today?",,,
edea8e2a-b742-4bc9-ba4f-7b720c02e4e9,2025-09-17T16:33:22.930575,i am feeling very nervous for todays report submition,"[[""fear"", 0.9730063676834106]]","[[""Anxiety"", 0.8873283863067627]]","It's normal to feel nervous about a big report submission. Take a deep breath and remember that you've prepared well for this moment. Break it down into smaller steps, focus on what you can control, and trust in your abilities. You've got this!",,,
edea8e2a-b742-4bc9-ba4f-7b720c02e4e9,2025-09-17T16:33:49.092380,bye,"[[""neutral"", 0.9131028056144714]]","[[""Normal"", 0.7455086708068848]]","It was great chatting with you, even if it was brief. If you ever want to talk or need someone to listen, I'm here for you anytime.",,,
edea8e2a-b742-4bc9-ba4f-7b720c02e4e9,,,,,,2025-09-17T16:32:04.093085,2025-09-17T16:34:02.022771,0:01:57.929686
e37ee309-d0f6-44e1-8f03-768d3b424c15,2025-09-17T16:47:25.288275,hi,"[[""neutral"", 0.9388443231582642]]","[[""Normal"", 0.9141526222229004]]","Hello, it's great to connect with you. How's your day been so far?",,,
e077e517-8621-48ba-bf5b-ab5edc422d63,2025-09-17T16:47:41.566967,i am very happy today,"[[""joy"", 0.9916679859161377]]","[[""Normal"", 0.8778542876243591]]",That's wonderful to hear that you're feeling happy today! What's bringing you so much joy - is it something specific or just a lovely day overall?,,,
a818cf6f-0a89-4901-9548-b103a733cd58,2025-09-17T16:48:15.102961,i am feeling nervous ,"[[""fear"", 0.9741689562797546]]","[[""Anxiety"", 0.8915968537330627]]","It's totally normal to feel nervous, and I'm here to support you. Your feelings are valid, and it's okay to take a deep breath and start small, like doing something you enjoy or taking a short walk. Remember, you've overcome challenges before, and you can do it again. What's one tiny step you can take today to feel a bit more calm?",,,
39fca8b2-8090-4ac1-9796-90769c9c6194,2025-09-17T16:50:13.935486,exit,"[[""neutral"", 0.9538442492485046]]","[[""Depression"", 0.44447827339172363]]","It's okay to feel overwhelmed. I'm here to support you, not push you further. Let's take things one small step at a time, like taking a few deep breaths or getting a glass of water. How can I help you today?",,,
ee7e46cb-a8f0-461b-a628-b3ce67f8d2bd,2025-09-17T18:39:33.189191,hi,"[[""neutral"", 0.9388443231582642]]","[[""Normal"", 0.9141526222229004]]","Hi there, it's nice to chat with you. How's your day going so far?",,,
37b1c435-f0d9-4762-8624-636f4b3a0af9,2025-09-17T18:39:41.165150,good ,"[[""admiration"", 0.9639242887496948], [""approval"", 0.2997206449508667]]","[[""Normal"", 0.9300858378410339]]",It's great to see you're having a good day. What's been going well for you so far?,,,
389d1069-aa12-4494-993a-f1e3e3d957c3,2025-09-17T18:40:00.941695,i am feeling very nervous ,"[[""fear"", 0.9739941954612732]]","[[""Anxiety"", 0.8787825107574463]]","It's completely normal to feel nervous, and I'm here to support you. You're doing the best you can, and that's something to be proud of. Take a deep breath and focus on one small step forward – you can get through this.",,,
e8d80f9d-c372-4db3-b0f2-89f611d09e9c,2025-09-17T19:04:27.500890,hi,"[[""neutral"", 0.9388443231582642]]","[[""Normal"", 0.9141526222229004]]","Hello, it's nice to chat with you. How's your day going so far?",,,
17842646-231b-4c5c-b5e3-beb44d54a7c5,2025-09-17T19:04:34.385805,how are you?,"[[""curiosity"", 0.8954654932022095], [""neutral"", 0.6731707453727722]]","[[""Normal"", 0.9284160733222961]]","I'm doing great, thanks for asking! It's always wonderful to connect with someone new and explore interesting conversations together.",,,
a467f361-28f5-4c39-b8b3-755523d0468b,2025-09-17T19:05:55.076105,i am feeling very sad today,"[[""sadness"", 0.9843062162399292]]","[[""Depression"", 0.5180765986442566]]","I'm so sorry to hear you're feeling sad today. It's okay to feel overwhelmed, and it's brave of you to acknowledge these emotions. Take a deep breath, and remember that small steps, like taking a walk or doing something you enjoy, can bring a little bit of happiness into your day. You are not alone, and I'm here to support you.",,,
34389735-4138-4d0c-95b6-0dae37399962,2025-09-17T19:06:13.638254,i am feeling alone,"[[""sadness"", 0.9809216856956482]]","[[""Depression"", 0.623992919921875]]","I'm so sorry to hear you're feeling alone. It's okay to feel this way, and it doesn't mean you're not worthy of love and connection. Small steps can make a big difference – try reaching out to a friend or family member today, or simply taking a few deep breaths in nature. You're not alone in this feeling, and things can get better.",,,
411bb037-06a1-412d-a206-83e9664bcbe0,2025-09-17T19:06:30.808045,i want to die,"[[""sadness"", 0.8903828859329224], [""disappointment"", 0.36386892199516296], [""grief"", 0.18255312740802765]]","[[""Depression"", 0.4072912335395813], [""Suicidal"", 0.5652762651443481]]","I'm so sorry you're feeling that way. It takes immense courage to share those thoughts, and I'm here to support you. Let's take it one step at a time – can we start with something small, like taking a few deep breaths together?",,,
6d7da08d-9c35-4837-b8cb-62b602ae30ac,2025-09-17T19:07:25.920268,hi,"[[""neutral"", 0.9388443231582642]]","[[""Normal"", 0.9141526222229004]]",Hello! It's great to connect with you. How's your day been so far - anything exciting or relaxing that's put a smile on your face?,,,
6b7fdea2-550f-4950-85d6-ada6bf5a35b2,2025-09-17T19:07:37.997216,i am really happy today,"[[""joy"", 0.9910125136375427]]","[[""Normal"", 0.8274048566818237]]",That's wonderful to hear! What's making you feel so happy today - is it something exciting that's happening or just a great day overall?,,,
62716b5e-085d-422a-b6a8-dc688b5944c1,2025-09-17T19:08:02.321859,i am feeling alone,"[[""sadness"", 0.9809216856956482]]","[[""Depression"", 0.623992919921875]]","It takes a lot of courage to acknowledge feeling alone, and I'm here to listen and support you. You're not alone in this feeling, and it's okay to reach out for help. Take a small step today by doing something that brings you gentle comfort, like taking a warm bath, listening to soothing music, or reading a favorite book.",,,
6f719285-8b15-44dc-8726-d39baf8ec1fa,2025-09-17T19:08:30.282303,hi,"[[""neutral"", 0.9388443231582642]]","[[""Normal"", 0.9141526222229004]]",Hello! It's great to chat with you. How's your day going so far?,,,
cf62796a-a9c7-4e94-b46e-70db24e470e3,2025-09-17T19:08:56.338851,i am feeling little bit nervous for tomorrows exam,"[[""fear"", 0.9715898036956787]]","[[""Anxiety"", 0.8061801195144653]]","It's normal to feel nervous before a big exam, and I'm here to help you feel more at ease. Remember, you've prepared well and are capable of doing your best. Take a few deep breaths and focus on what you can control - your own efforts and mindset.",,,
